	WORD	CEFR	CLUE
2320	reptil	c1	['any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms']
2321	republik	a2	['a political system in which the supreme power lies in a body of citizens who can elect people to represent them', 'a form of government whose head of state is not a monarch']
2322	resa	b1	"['a journey to some distant place', ""rise to one's feet""]"
2323	reserv	a2	['something kept back or saved for future use or a special purpose']
2324	respektera	c1	['regard highly; think much of', 'show respect towards']
2325	rest	b1	['food remaining from a previous meal', 'something left after other parts have been taken away']
2326	restaurang	a1	['a building where people go to eat']
2327	restriktiv	c1	['serving to restrict']
2328	resultat	b2	['final product; the things produced', 'something that results', 'the number of wins versus losses and ties a team has had']
2329	resurs	b2	['a source of aid or support that may be drawn upon when needed']
2330	reta	c1	['harass with persistent criticism or carping', 'mock or make fun of playfully']
2331	revidera	c1	['make revisions in']
2332	revolution	b2	['the overthrow of a government by those who are governed']
2333	rik	c1	['possessing material wealth']
2334	rikedom	c1	['wealth reckoned in terms of money', 'an abundance of material possessions and resources']
2335	riktning	c1	['a general course along which something has a tendency to develop', 'position or alignment relative to points of the compass or other specific directions']
2336	rimlig	c1	['showing reason or sound judgment']
2337	ring	a2	['a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling', 'jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger', 'a platform usually marked off by ropes in which contestants box or wrestle']
2338	ringa	a2	['get or try to get into communication (with someone) by telephone', 'sound loudly and sonorously']
2339	rinna	a1	['move along, of liquids']
2340	ris	a2	['grains used as food either unpolished or more often polished']
2341	risk	c1	['a venture undertaken without regard to possible loss or injury']
2342	riskera	c1	['take a risk in the hope of a favorable outcome']
2343	ritual	c1	['any customary observance or practice']
2344	ro	b1	['propel with oars']
2345	roa	b2	['make (somebody) laugh', 'provide entertainment for']
2346	robot	b2	['a mechanism that can move automatically']
2347	rock	c1	['a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western']
2348	rodna	a1	['turn red, as if in embarrassment or shame']
2349	rolig	b1	['arousing or provoking laughter']
2350	roll	c1	"['normal or customary activity of a person in a particular social setting', ""an actor's portrayal of someone in a play""]"
2351	roman	b1	['a printed and bound book that is an extended work of fiction', 'an extended fictional work in prose; usually in the form of a story']
2352	romantisk	b2	['expressive of or exciting sexual love or romance', 'belonging to or characteristic of Romanticism or the Romantic Movement in the arts']
2353	rop	a2	['a loud utterance; often in protest or opposition']
2354	ropa	b2	['utter in a loud voice; talk in a loud voice (usually denoting characteristic manner of speaking)', 'utter a sudden loud cry']
2355	ros	b2	['any of many shrubs of the genus Rosa that bear roses']
2356	rot	b2	['(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground']
2357	rotvälska	c1	['unintelligible talking']
2358	rovdjur	c1	['any animal that lives by preying on other animals', 'someone who attacks in search of booty']
2359	rubba	b2	['remove or force from a position of dwelling previously occupied']
2360	rubrik	b2	['the heading or caption of a newspaper article']
2361	rulle	b1	['anything rolled up in cylindrical form']
2362	rum	a1	['an area within a building enclosed by walls and floor and ceiling']
2363	runa	b2	['any character from an ancient Germanic alphabet used in Scandinavia from the 3rd century to the Middle Ages']
2364	rund	b1	['having a circular shape']
2365	russin	b1	['dried grape']
2366	rutin	b2	['an unvarying or habitual method or procedure']
2367	rutten	c1	['damaged by decay; hence unsound and useless']
2368	rycka	b2	['make an uncontrolled, short, jerky motion']
2369	ryggrad	b2	['the series of vertebrae forming the axis of the skeleton and protecting the spinal cord']
2370	rykte	b2	['gossip (usually a mixture of truth and untruth) passed around by word of mouth']
2371	rymma	c1	['run away from confinement', 'contain or hold; have within']
2372	rytm	a1	['the basic rhythmic unit in a piece of music']
2373	rytmisk	b2	['recurring with measured regularity; - John Galsworthy']
2374	ryttare	b2	['a traveler who actively rides an animal (as a horse or camel)']
2375	räcka	b2	['place into the hands or custody of']
2376	rädd	b2	['filled with fear or apprehension']
2377	rädda	c1	['refrain from harming', 'free from harm or evil']
2378	räddning	c1	['the state of being saved or preserved from harm']
2379	rädsla	c1	['an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)']
2380	räkna	b2	['determine the number or amount of']
2381	ränta	a2	['a fixed charge for borrowing money; usually a percentage of the amount borrowed']
2382	rät	c1	['free from curves or angles']
2383	rätt	c1	['free from error; especially conforming to fact or truth']
2384	rättfärdiga	b2	['defend, explain, clear away, or make excuses for by reasoning']
2385	rättighet	b2	['anything in accord with principles of justice', 'right granted by law or contract (especially a right to benefits)']
2386	rättvisa	c1	['the quality of being just or fair']
2387	rå	b1	['not treated with heat to prepare it for eating']
2388	råd	b2	['a proposal for an appropriate course of action', 'a body serving in an administrative capacity']
2389	rådgivare	b2	['an expert who gives advice']
2390	rån	b1	['larceny by threat of violence']
2391	råna	b1	['take something away by force or without the consent of the owner']
2392	råtta	b1	['any of various long-tailed rodents similar to but larger than a mouse']
2393	rök	b1	['a cloud of fine particles suspended in a gas']
2394	röka	a2	['inhale and exhale smoke from cigarettes, cigars, pipes']
2395	rön	b2	['a collection of tools and other articles used by an artisan to make jewelry or clothing or shoes']
2396	rör	b2	['(anatomy) any hollow cylindrical body structure', 'a hollow cylindrical shape']
2397	röra	b2	['make physical contact with, come in contact with', 'move an implement through', 'informal terms for a difficult situation']
2398	rörelse	c1	['a change of position that does not entail a change of location', 'a group of people with a common ideology who try together to achieve certain general goals']
2399	rörlig	b2	['moving quickly and lightly', 'moving or capable of moving readily (especially from place to place)']
2400	röst	b2	['a choice that is made by counting the number of people in favor of each alternative', 'the ability to speak']
2401	rösta	a2	"[""express one's preference for a candidate or for a measure or resolution; cast a vote""]"
2402	rösträtt	b1	['a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment']
